鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
文山區,房地(土地+建物),臺北市文山區興隆路四段９６巷４弄１０之１號三樓,29.62,都市：其他:第三種住宅區。,,,1101009,土地1建物1車位0,三層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650209,78.45,2,1,1,有,無,11370000,144933,,0.0,0,其他增建；,RPPNMLSLIIGGFAA07DA,78.45,0.0,0.0,無,001
文山區,房地(土地+建物),臺北市文山區興隆路四段７４巷２１弄３之１號四樓,22.43,都市：其他:第三種住宅區。,,,1101010,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710510,79.57,3,2,1,有,無,11200000,140757,,0.0,0,其他增建；,RPRNMLSLIIGGFAA27DA,66.38,13.19,0.0,無,002
文山區,房地(土地+建物)+車位,臺北市文山區指南路三段７９號十樓,32.7,都市：其他:第三種住宅區。,,,1101001,土地1建物1車位1,十層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030513,177.41,3,1,2,有,有,23800000,152831,坡道平面,33.46,1800000,預售屋、或土地及建物分件登記案件；,RPWNMLMJJIGGFAA07DA,88.0,14.34,0.0,有,
文山區,房地(土地+建物)+車位,臺北市文山區指南路三段８１號七樓,41.02,都市：其他:第三種住宅區。,,,1101005,土地1建物1車位1,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030513,216.69,3,1,2,有,有,29500000,151188,坡道平面,36.12,2200000,預售屋、或土地及建物分件登記案件；,RPUOMLPJJIGGFAA27DA,113.27,15.08,0.0,有,
文山區,房地(土地+建物),臺北市文山區景興路５３巷４弄６號三樓,36.5,都市：其他:第三種住宅區。,,,1101108,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660916,92.3,3,2,1,有,無,13820400,149733,,0.0,0,,RPUOMLSJJIGGFAA57DA,78.12,14.18,0.0,無,
文山區,房地(土地+建物)+車位,臺北市文山區興隆路四段１４５巷２７號五樓之２,16.4,都市：其他:第三種住宅區。,,,1101017,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0891122,92.71,2,2,1,有,有,16400000,176896,坡道機械,17.45,0,,RPPOMLRLIIGGFAA07DA,49.09,6.07,0.0,有,
文山區,車位,臺北市文山區興隆路四段１０９巷９２弄２２號,4.48,都市：其他:第三種住宅區。,,,1101023,土地1建物1車位2,一層,八層,其他,一般事務所,鋼筋混凝土造,0930524,21.83,0,0,0,有,有,1100000,,其他,17.7,1100000,僅車位交易；,RPOOMLTJJIGGFAA07DA,0.0,0.0,0.0,有,003
中正區,房地(土地+建物)+車位,臺北市中正區牯嶺街１４６號六樓,19.79,都市：其他:第三種住宅區。,,,1100914,土地2建物1車位2,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090710,274.53,4,2,2,有,有,49500000,180308,坡道平面,0.0,0,,RPUOMLTJJIGGFAA67DA,118.01,29.72,0.0,有,
中正區,房地(土地+建物),臺北市中正區羅斯福路三段１２８巷１８號二樓,34.98,都市：其他:第三種住宅區。,,,1100911,土地1建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0700326,162.14,5,2,2,有,無,36000000,222030,,0.0,0,其他增建；,RPVOMLTJJIGGFAA77DA,121.06,17.42,0.0,有,
文山區,房地(土地+建物),臺北市文山區羅斯福路五段４５號六樓之２,19.85,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參之壹種住宅區)。,,,1101014,土地3建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0670921,97.94,3,2,2,有,有,18110000,184909,,0.0,0,,RPSNMLKKJIGGFAA56DA,65.86,10.12,0.0,有,004
大同區,房地(土地+建物),臺北市大同區承德路三段１６５之１號十樓之３,3.78,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第肆之壹種住宅區)。,,,1101001,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0960822,41.85,0,1,1,有,有,8500000,203106,,0.0,0,其他增建；,RPVOMLPKIIGGFBA47DA,24.32,4.04,0.0,有,
萬華區,建物,臺北市萬華區三水街１１５巷１號四樓,0.0,,,,1101013,土地0建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0631001,56.27,2,1,1,有,無,4100000,72863,,0.0,0,頂樓加蓋；,RPPNMLMLIIGGFBA56DA,56.27,0.0,0.0,無,
大同區,土地,文昌段一小段358地號,74.0,都市：其他:第三種住宅區。,,,1101022,土地1建物0車位0,,,其他,,,,0.0,0,1,1,有,無,13000000,175676,,0.0,0,未登記建物；,RPUNMLQLIIGGFBA47DA,0.0,0.0,0.0,無,005
萬華區,房地(土地+建物),臺北市萬華區西園路一段９０號,232.0,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1101006,土地1建物1車位0,全,四層,透天厝,住商用,加強磚造,,428.08,7,4,7,有,無,224576000,524612,,0.0,0,其他增建；,RPRPMLRLIIGGFBA47DA,428.08,0.0,0.0,無,
中正區,房地(土地+建物),臺北市中正區新生南路一段１７０巷２２號二樓,45.25,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1100924,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0600630,122.02,4,1,2,有,無,22000000,180298,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPXOMLSJJIGGFBA97DA,122.02,0.0,0.0,無,
中正區,房地(土地+建物),臺北市中正區金山南路一段１７號,16.33,都市：其他:第三之一種住宅區。,,,1100930,土地1建物1車位0,一層，騎樓,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0651115,133.48,0,1,0,有,有,55000000,412047,,0.0,0,,RPWNMLLKJIGGFBA17DA,127.33,6.15,0.0,有,
中山區,房地(土地+建物)+車位,臺北市中山區南京東路三段１０６號七樓,15.88,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1100925,土地1建物1車位1,七層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1091113,201.18,0,0,0,無,有,69000000,391505,坡道平面,34.26,3650000,,RPOOMLOLRHGGFCA67DA,90.43,14.52,0.0,有,
中山區,房地(土地+建物),臺北市中山區錦州街１１０號二樓,16.0,都市：其他:第貳種商業區(依都市計畫說明書圖規定辦理，始得作第貳種商業區使用)(原屬第參種住宅區及第參之貳種住宅區)。,,,1101008,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730305,81.48,3,2,1,有,無,12700000,155866,,0.0,0,陽台外推；,RPQPMLPKIIGGFCA17DA,63.48,13.88,0.0,有,
中山區,房地(土地+建物),臺北市中山區五常街８３號,25.5,都市：其他:第三之一種住宅區。,,,1101009,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660516,90.12,0,1,1,有,無,25200000,279627,,0.0,0,其他增建；,RPRPMLKLIIGGFCA86DA,60.64,29.48,0.0,無,006
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路一段９１巷１７號四樓之６,83.4,都市：其他:第貳種工業區(不得作住宅使用)。,,,1101013,土地1建物1車位2,四層,十層,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,0940308,341.12,0,0,0,無,有,40000000,117261,坡道平面,0.0,0,,RPPQMLKLIIGGFCA76DA,169.78,0.0,0.0,有,
內湖區,土地,康寧段三小段66-7地號,1.03,都市：其他:道路用地(公共設施用地)。64/7/8,,,1101026,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,40944,39751,,0.0,0,110年度臺北市政府以容積代金基金採購私有公共設施保留地包含公共設施保留地用地；,RPVRMLKLIIGGFCA47DA,0.0,0.0,0.0,無,007
中山區,房地(土地+建物),臺北市中山區新生北路二段６６號九樓之２８,1.97,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1101002,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0690721,22.229999999999997,1,0,1,有,有,3250000,146199,,0.0,0,,RPRNMLLLIIGGFCA76DA,17.15,0.0,0.0,有,
中山區,房地(土地+建物),臺北市中山區中山北路一段１３５巷２９號,21.75,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1100923,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0570617,57.8,0,1,1,有,無,20500000,354671,,0.0,0,其他增建；,RPQOMLLLIIGGFCA76DA,57.8,0.0,0.0,無,
內湖區,房地(土地+建物)+車位,臺北市內湖區行善路３８５號八樓之２,24.64,都市：其他:工商混合區(不得作住宅使用)。,,,1100916,土地1建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,1021017,141.45,2,2,2,有,有,23800000,168257,坡道平面,21.4,0,,RPQNMLMLIIGGFCA76DA,65.63,13.32,0.0,有,008
內湖區,車位,臺北市內湖區港墘路１２７巷１６弄１５號三樓之１,0.46,都市：其他:第三種住宅區。,,,1101009,土地1建物1車位1,三層,十二層,其他,住家用,鋼筋混凝土造,0860319,14.76,0,0,0,有,有,1800000,,坡道機械,0.0,1800000,僅車位交易；,RPVOMLPLIIGGFCA67DA,0.0,0.0,0.0,有,009
內湖區,土地,康寧段三小段79-5地號,3.46,都市：其他:道路用地(公共設施用地)。64/7/8,,,1101026,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,154069,44529,,0.0,0,110年度臺北市政府以容積代金基金採購私有公共設施保留地包含公共設施保留地用地；,RPTRMLPLIIGGFCA77DA,0.0,0.0,0.0,無,010
內湖區,房地(土地+建物),臺北市內湖區文德路９０巷４７號四樓之１,18.08,都市：其他:第三種住宅區。,,,1101011,土地1建物1車位0,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0861201,65.12,2,2,1,有,有,16400000,251843,,0.0,0,陽台外推；夾層；其他增建；,RPRPMLQLIIGGFCA47DA,43.71,6.65,0.0,有,
中山區,房地(土地+建物)+車位,臺北市中山區長春路３２１號六樓之１,14.96,都市：其他:第二種商業區。,,,1101027,土地3建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0890705,141.59,3,2,2,有,有,30500000,215411,升降機械,24.95,0,,RPPOMLRLIIGGFCA27DA,79.96,10.85,0.0,有,
內湖區,房地(土地+建物),臺北市內湖區內湖路一段４０９號三樓,35.12,都市：其他:第三種住宅區。,,,1101002,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0780620,115.5,2,2,2,有,無,21600000,187013,,0.0,0,,RPWPMLRLIIGGFCA08DA,97.65,10.1,0.0,有,011
中山區,房地(土地+建物),臺北市中山區林森北路３１０巷２號六樓之６,4.08,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1101012,土地1建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0880928,38.84,1,1,1,有,有,9110000,234552,,0.0,0,夾層；,RPTOMLTLIIGGFCA87DA,22.51,3.61,0.0,有,
內湖區,房地(土地+建物)+車位,臺北市內湖區金莊路１００號十樓之１,32.79,都市：其他:工商混合區(不得作住宅使用)。,,,1100628,土地2建物1車位1,十層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,1010104,185.7,2,2,2,有,有,25000000,149145,坡道平面,34.84,2500000,,RPRNMLKMIIGGFCA76DA,83.97,7.02,0.0,有,
內湖區,房地(土地+建物),臺北市內湖區內湖路二段１７９巷４８弄２２號,51.27,都市：其他:第三種住宅區。,,,1101013,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720314,105.48,3,2,1,有,有,19500000,184869,,0.0,0,其他增建；,RPQQMLMJJIGGFCA96DA,86.03,10.58,0.0,無,
內湖區,房地(土地+建物),臺北市內湖區康樂街２０巷８之１號四樓,53.6,都市：其他:第三種住宅區。,,,1101019,土地1建物1車位0,四層，五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760715,144.28,4,3,3,有,無,17000000,117826,,0.0,0,,RPPQMLOJJIGGFCA07DA,119.33,24.95,0.0,無,
內湖區,房地(土地+建物),臺北市內湖區文湖街２１巷１１８弄４２號,12.84,都市：其他:第三種住宅區。,,,1100925,土地1建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050223,66.12,2,2,1,有,無,10500000,158802,,0.0,0,,RPVSMLOJJIGGFCA87DA,37.45,2.33,0.0,有,
內湖區,房地(土地+建物),臺北市內湖區文湖街２１巷１１８弄４２號二樓,14.64,都市：其他:第三種住宅區。,,,1100930,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050223,75.28,2,2,1,有,無,11500000,152763,,0.0,0,,RPWSMLOJJIGGFCA97DA,37.45,7.83,0.0,有,
中山區,房地(土地+建物)+車位,臺北市中山區南京東路三段１０８號八樓,16.06,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1100725,土地1建物1車位1,八層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1091113,203.63,0,0,0,無,有,69880000,390152,坡道平面,34.26,3800000,毛胚屋；,RPPNMLPJJIGGFCA86DA,91.53,14.89,0.0,有,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路二段１０３巷１６號十五樓,100.79,都市：其他:第三種住宅區。,,,1100320,土地1建物1車位3,十五層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1070619,646.3199999999999,3,3,4,有,有,231330000,422135,坡道平面,119.64,9000000,,RPQNMLPJJIGGFCA96DA,280.84,46.73,0.0,有,
內湖區,房地(土地+建物)+車位,臺北市內湖區文湖街２１巷９０號五樓,35.9,都市：其他:第三種住宅區。,,,1101007,土地1建物1車位1,五層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830818,141.17,3,2,2,有,有,24200000,171425,坡道平面,0.0,2500000,,RPPOMLPJJIGGFCA96DA,74.65,9.4,0.0,有,012
內湖區,房地(土地+建物),臺北市內湖區文湖街２１巷１１８弄４２號三樓,14.64,都市：其他:第三種住宅區。,,,1101018,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050223,75.28,2,2,1,有,無,11800000,156748,,0.0,0,,RPQOMLPJJIGGFCA07DA,37.45,7.83,0.0,有,
中山區,房地(土地+建物)+車位,臺北市中山區植福路２８６巷２８號二十二樓,68.13,都市：其他:娛樂區(供觀光旅館使用)。,,,1081005,土地1建物1車位4,二十二層,四十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1031229,631.88,0,0,0,無,有,295450000,583097,坡道平面,151.6,15400000,,RPROMLOJJIGGFCA07DA,298.09,40.46,0.0,有,
中山區,房地(土地+建物)+車位,臺北市中山區南京東路三段１０６號八樓,15.88,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1100911,土地1建物1車位1,八層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1091113,201.83999999999997,0,0,0,無,有,69500000,393245,坡道平面,34.26,3600000,毛胚屋；,RPPNMLRJJIGGFCA07DA,90.43,14.89,0.0,有,
中山區,房地(土地+建物)+車位,臺北市中山區南京東路三段１１２號六樓,11.34,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1100926,土地1建物1車位1,六層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1091113,152.07,0,0,0,無,有,48000000,378151,坡道平面,34.26,3450000,毛胚屋；,RPWNMLRJJIGGFCA77DA,60.9,12.66,0.0,有,
中山區,房地(土地+建物)+車位,臺北市中山區南京東路三段１０８號五樓,16.06,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1101003,土地1建物1車位1,五層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1091113,203.8,0,0,0,無,有,68750000,382211,坡道平面,34.26,3950000,毛胚屋；,RPXNMLRJJIGGFCA87DA,91.53,15.35,0.0,有,
中山區,房地(土地+建物)+車位,臺北市中山區南京東路三段１０６號五樓,15.88,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1101003,土地1建物1車位1,五層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1091113,202.01,0,0,0,無,有,68580000,384978,坡道平面,34.26,4000000,毛胚屋；,RPOOMLRJJIGGFCA07DA,90.43,15.35,0.0,有,
內湖區,房地(土地+建物),臺北市內湖區東湖路１１３巷４９弄３８號四樓,32.89,都市：其他:第三種住宅區。,,,1100914,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0741004,121.60000000000001,3,2,2,有,無,15000000,123355,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLSJJIGGFCA77DA,100.4,11.25,0.0,無,
中山區,房地(土地+建物),臺北市中山區松江路５０６號四樓之３,12.74,都市：其他:第三之二種住宅區及第三種住宅區。,,,1101002,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0731214,110.95,3,2,2,有,有,23000000,207301,,0.0,0,,RPUQMLSJJIGGFCA97DA,82.49,9.63,0.0,有,013
內湖區,房地(土地+建物),臺北市內湖區行善路５９巷２５號七樓,47.79,都市：其他:住宅區(供拆遷安置專案住宅使用)。,,,1101017,土地1建物1車位0,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860526,128.56,3,2,2,有,有,23050000,179294,,0.0,0,,RPQRMLSJJIGGFCA67DA,73.96,8.44,0.0,有,
中山區,房地(土地+建物)+車位,臺北市中山區市民大道三段１６７號七樓之２,14.95,都市：其他:第三之一種住宅區(特)。,,,1101010,土地1建物1車位1,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970125,92.55,1,2,1,有,有,20900000,225824,升降機械,0.0,0,夾層；,RPRSMLSJJIGGFCA87DA,49.55,6.14,0.0,有,
中山區,房地(土地+建物),臺北市中山區松江路１５０巷２６之１號五樓,24.2,都市：其他:第三種住宅區。,,,1101003,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690422,87.25,3,2,1,有,無,18880000,216390,,0.0,0,陽台外推；,RPSOMLTJJIGGFCA67DA,71.19,12.97,0.0,無,
中山區,房地(土地+建物),臺北市中山區林森北路４０９號八樓之３４,2.62,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1101101,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0710531,32.33,1,1,1,有,有,4580000,141664,,0.0,0,陽台外推；,RPTOMLTJJIGGFCA77DA,20.65,3.01,0.0,有,014
中山區,房地(土地+建物),臺北市中山區中山北路一段５３巷８號十一樓之８,5.24,都市：其他:第三種商業區。,,,1101008,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970104,35.08,1,1,1,有,有,8800000,250855,,0.0,0,,RPWOMLTJJIGGFCA08DA,19.67,3.41,0.0,有,
內湖區,房地(土地+建物),臺北市內湖區內湖路三段１４３巷２７號四樓之１,18.32,都市：其他:第三種住宅區。,,,1101011,土地3建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710226,77.14999999999999,2,2,1,有,有,11800000,152949,,0.0,0,陽台外推；,RPXSMLSJJIGGFCA48DA,63.51,8.18,0.0,無,
中山區,房地(土地+建物),臺北市中山區林森北路６２７號九樓之３,6.97,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1101017,土地1建物1車位0,九層,九層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0800914,53.76,2,1,1,有,有,10530000,195871,,0.0,0,陽台外推；,RPPRMLTJJIGGFCA67DA,34.29,4.44,0.0,有,015
內湖區,房地(土地+建物),臺北市內湖區內湖路一段６２９巷１２弄２０號,24.86,都市：其他:第三種住宅區。,,,1100905,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701015,164.81,7,3,2,有,無,6500000,39439,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；其他增建；,RPPNMLKKJIGGFCA09DA,74.77,90.04,0.0,無,
中山區,房地(土地+建物),臺北市中山區新生北路二段６８巷１５號二樓之２,3.21,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1101029,土地1建物1車位0,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970813,34.75,1,1,1,有,有,6900000,198561,,0.0,0,,RPPQMLTJJIGGFCA57DA,19.48,2.65,0.0,有,016
內湖區,房地(土地+建物),臺北市內湖區江南街６５巷６號地下室,282.49,都市：其他:第三種住宅區。,,,1100910,土地1建物1車位0,地下一層，地下二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0791107,1193.87,0,0,0,無,無,36000000,30154,,0.0,0,地下室荒廢多年，使用狀況不明，由買受人概括承受。,RPSPMLKKJIGGFCA96DA,1017.9,0.0,0.0,有,
信義區,房地(土地+建物),臺北市信義區信義路四段３９５巷６弄１０號十樓之４,3.76,都市：其他:第四種住宅區。,,,1101003,土地3建物1車位0,十層,十一層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0931230,25.48,1,1,1,有,有,12000000,470958,,0.0,0,陽台外推；夾層；,RPQNMLPKIIGGFDA07DA,13.66,4.41,0.0,有,
信義區,房地(土地+建物),臺北市信義區基隆路一段１８６號十二樓之１,12.12,都市：其他:第四之一種住宅區。,,,1101009,土地2建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0670404,105.09,2,1,2,有,有,28280000,269103,,0.0,0,陽台外推；其他增建；,RPTNMLQLIIGGFDA57DA,91.26,2.17,0.0,有,017
松山區,房地(土地+建物),臺北市松山區南京東路四段１３３巷４弄３６號四樓,43.5,都市：其他:第三種住宅區。,,,1101019,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,99.36,3,3,3,有,無,22880000,230274,,0.0,0,陽台外推；其他增建；,RPXNMLQLIIGGFDA97DA,94.84,4.52,0.0,無,018
南港區,房地(土地+建物),臺北市南港區忠孝東路七段６０９號三樓,18.2,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參之壹種住宅區)。90/9/28,,,1100921,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,63.22,3,3,3,有,無,14500000,229358,,0.0,0,陽台外推；其他增建；,RPWRMLQLIIGGFDA28DA,53.6,9.62,0.0,無,019
松山區,房地(土地+建物),臺北市松山區復興北路４８９號四樓之１０,5.62,都市：其他:第三之一種住宅區。,,,1101005,土地1建物1車位0,四層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960216,36.06,1,0,1,有,有,9060000,251248,,0.0,0,,RPXQMLQLIIGGFDA28DA,20.96,2.87,0.0,有,020
南港區,房地(土地+建物)+車位,臺北市南港區興中路６８巷６號九樓之１,18.78,都市：其他:第三種商業區。,,,1100926,土地1建物1車位2,九層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060707,289.26,4,2,2,有,有,59000000,203969,坡道平面,77.3,0,,RPQNMLKMIIGGFDA76DA,123.74,18.37,0.0,有,
松山區,房地(土地+建物)+車位,臺北市松山區健康路３２５巷２５弄１０號三樓,19.81,都市：其他:第三種住宅區。,,,1070210,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100323,180.94,3,2,2,有,有,36800000,245286,升降平面,39.88,2200000,轉售日期:110.08.02最後一手權利買賣契約之成交價格:36800000元預售屋、或土地及建物分件登記案件；,RPROMLPJJIGGFDA27DA,85.26,15.91,0.0,有,
南港區,房地(土地+建物),臺北市南港區舊莊街一段２９０巷３弄１５號,24.25,都市：其他:第二種住宅區。,,,1101006,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0651207,67.56,2,1,1,有,無,7500000,111012,,0.0,0,,RPXOMLPJJIGGFDA87DA,67.56,0.0,0.0,無,
信義區,房地(土地+建物),臺北市信義區松仁路２７５巷７號十一樓,38.12,都市：其他:第三種住宅區。,,,1100928,土地1建物1車位0,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940614,160.45,3,2,2,有,有,32398000,201920,,0.0,0,,RPRNMLTJJIGGFDA57DA,88.45,8.82,0.0,有,
信義區,房地(土地+建物)+車位,臺北市信義區中坡南路２０１巷１８之３號十五樓,14.05,都市：其他:第三種住宅區。,,,1091218,土地1建物1車位1,十五層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1100423,135.1,2,2,1,有,有,28180000,247068,坡道平面,32.78,2900000,預售屋、或土地及建物分件登記案件；,RPROMLKKJIGGFDA86DA,52.45,15.1,0.0,有,
信義區,房地(土地+建物)+車位,臺北市信義區中坡南路２０１巷１８號十八樓,32.83,都市：其他:第三種住宅區。,,,1100618,土地1建物1車位4,十八層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1100423,363.52,0,0,0,無,有,63430000,237478,坡道平面,131.12,8240000,親友、員工、共有人或其他特殊關係間之交易；毛胚屋；,RPSOMLKKJIGGFDA96DA,121.16,32.34,0.0,有,
南港區,車位,臺北市南港區南港路二段３８巷２４號地下三層,1.13,都市：其他:第三種住宅區。,,,1101024,土地1建物1車位1,地下三層,十四層,其他,停車空間,鋼筋混凝土造,0980326,46.56,0,0,0,有,有,1480000,,坡道平面,46.56,1480000,僅車位交易；,RPTOMLKKJIGGFDA07DA,0.0,0.0,0.0,有,021
